adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/aTSA5zMWlVFTYBIZxTCMbLkfOtb.jpg,"[27, 53]",632727,en,Texas Chainsaw Massacre,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",397.767,/e8vYPpkUJpf5Ils99kxF0Ev73ay.jpg,2022-02-18,Texas Chainsaw Massacre,False,5.2,820
False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"[27, 9648, 53]",646385,en,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",374.959,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg,2022-01-12,Scream,False,6.8,1437
False,/mzfxTIA4vsPwdXC5zUZbDOSwTr3.jpg,[27],938596,en,Bull Shark,A hungry shark begins feeding on unsuspecting lake goers in a small Texas town.,337.472,/wGE4ImqYjJZQi3xFu4I2OLm8m0w.jpg,2022-02-05,Bull Shark,False,5.4,35
False,/hk4PwhKhT7q7jp1lvA8aiYqDluy.jpg,"[16, 18, 35, 27, 14]",926899,en,The House,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",237.599,/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg,2022-01-14,The House,False,7,650
False,/q2KFBGyUSzHDhNqXEYv2LqTWVSz.jpg,[27],870671,en,The Hunting,"When a mysterious animal attack leaves a mutilated body in the forest, a conservative small town detective must enlist the help of an eager wildlife specialist to uncover the dark and disturbing truth that threatens the town.",237.054,/kvhrltQIRp1u84ao9uj52YPaWNY.jpg,2022-01-21,The Hunting,False,5,25
False,/1Xrsu5g27B07H1YysaNNnFb5nxl.jpg,"[53, 27]",842052,es,Ecos de un crimen,"Julián Lemar, a best-selling suspense writer, goes on vacation with his family to a cabin in the woods. During a strong storm, the power goes out and a woman shows up desperately asking for help: her husband killed her son and now he wants to kill her. From that moment on, danger and deception are a constant threat and for Julián a hellish night begins until he discovers the truth.",134.204,/6b0cvhxUtzgOZitexarQTLTHDCU.jpg,2022-01-27,Echoes,False,6.6,24
False,/tN5Ws9NXR6N3LR2S39rHfCXrFkN.jpg,[27],926980,de,Das Privileg - Die Auserwählten,A wealthy teen and his friends attending an elite private school uncover a dark conspiracy while looking into a series of strange supernatural events.,132.935,/qBLi3Nd5JMQGMiOmmfuPgLw5SzD.jpg,2022-02-09,The Privilege,False,5,160
False,/8DHvtmF15wGwkMOW3nqZmpEzEaq.jpg,"[27, 9648]",751237,en,Umma,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",119.326,/moLnqJmZ00i2opS0bzCVcaGC0iI.jpg,2022-03-18,Umma,False,5.9,101
False,/2oXQpm0wfOkIL0jBJABbL5AfMs6.jpg,"[27, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",94.574,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,2022-03-17,X,False,6.8,494
False,/4N2FuCTuqH3h4dw9XPFtsnDPSz7.jpg,"[27, 18]",780609,en,Men,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",88.32,/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg,2022-05-20,Men,False,6.3,122
False,/9BQPM1Fa1hdXaE7hNafO5WWNv9v.jpg,"[27, 53]",631947,en,La Llorona,"While vacationing in Mexico, a couple discovers their son's disappearance is tied to a supernatural curse.",56.674,/wtgEJKEOLnyQkWemEdFa5W8Q29L.jpg,2022-01-07,The Legend of La Llorona,False,5.3,22
False,/crzp8X5oRstwcEENdpvJsLUfqRS.jpg,"[18, 27, 878]",819876,en,Crimes of the Future,"As the human species adapts to a synthetic environment, the body undergoes new transformations and mutations. Accompanied by his partner Caprice, celebrity performance artist Saul Tenser showcases the metamorphosis of his organs. Meanwhile, a mysterious group tries to use Saul's notoriety to shed light on the next phase of human evolution.",56.622,/iSx6t4mj1FT4ePqPYHW287SmNa1.jpg,2022-05-25,Crimes of the Future,False,5.9,139
False,/bIFrsAcqkLUUxaaiqqpFexYPeCh.jpg,"[14, 27, 53]",532710,en,Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",52.557,/2MTGip0nfahQ1jPQCZSfCsPBZes.jpg,2022-05-12,Firestarter,False,6.1,260
False,/tNsT0gtiYOb9qx0xFqvQwKqVvHq.jpg,"[53, 27, 18]",807356,en,Watcher,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",35.274,/t6UCz7syPrlJ2LQQBFLWiF37f19.jpg,2022-06-03,Watcher,False,6.3,43
False,/oVv5l6L5Wi5j3gd4P2vt0YvVMOg.jpg,"[27, 53]",787752,en,Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",31.966,/tlu71AgaL3EQBBCNGsAwZLPbV5D.jpg,2022-03-03,Fresh,False,6.9,632
False,/fNSggtWYXucumaRZWH8zmA3aOaN.jpg,[27],964856,en,Where the Scary Things Are,"The horror begins as Ayla and her high-school friends discover a hideous, semi-human mutant. They keep it prisoner while shooting repulsive viral videos, but the gang’s hunger for “likes” drives them to film the beast performing murderous acts. When one boy sees that Ayla is using the monster’s gruesome violence to settle her own vendettas, he threatens to tell the authorities, but is he too late to save his friends?",31.945,/nFbQ5eWcv16pjuUA4w71Z0r24AG.jpg,2022-06-28,Where the Scary Things Are,False,0,0
False,/aR4nL2CSIy53pmsyNPDsK8zGKpc.jpg,"[35, 27]",939819,th,แดง พระโขนง,The story 10 years later after Nang Nak was defeated. Tales from Thung Pra Khanong that has never been told.,30.927,/vTu0tBaPjrEIdhR4yR6xlHvmuAK.jpg,2022-03-31,Daeng,False,0,0
False,/2r1j5A2vFaELnntuc03f5LIeGr9.jpg,"[14, 27]",517302,fi,Pahanhautoja,"12-year-old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief.",29.7,/jJbxft0A2iQtH7ZWsGtgCfOq05b.jpg,2022-03-04,Hatching,False,6.5,71
False,/atCcdBQ5gBMBOTRF4X3rj5ZOZqh.jpg,[27],955569,fr,"Arthur, malédiction",Alex is an 18 year old young man. He has been a big fan of the Arthur and the Minimoys fantasy film saga for years. Then his group of friends suggests that he goes to the abandoned house where the film was shot. They are unaware that they are about to fall into a deadly plot.,28.627,/1PMbMMJNu77n2wMWuufLPL9wF74.jpg,2022-06-29,"Arthur, malédiction",False,2.3,9
False,/taZyq2TpBMHl6gQn1ZUHpzSajvF.jpg,"[27, 35]",695962,hi,भूल भुलैया 2,"When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit who has been trapped for 18 years.",27.726,/fw0oMHiMt9qOuKEJEmzFiCNAnXc.jpg,2022-05-20,Bhool Bhulaiyaa 2,False,7,23
False,/iSsSvXsCTfDSOY8wvJWms616w3I.jpg,"[27, 53, 18]",838484,en,Choose or Die,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",27.291,/rEHZjZmpcQF2Z9tJfWuPNZzof8j.jpg,2022-04-15,Choose or Die,False,5.3,425
False,/lO8ajcIbDxzgEu7tiHIO0iY3bgT.jpg,"[27, 9648]",758724,en,The Cellar,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",26.309,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,2022-03-25,The Cellar,False,6.1,70
False,/6jUq5kfrsZfJcp9v3548SuPythn.jpg,"[28, 12, 27, 878]",977542,zh,复活侏罗纪,"After finding a mysterious ghost island, geologist Zhao Qiming leads a team to investigate the island's secrets. However, none of them survives in the mysterious place. 10 years later, Zhao Qiming's daughter Zhao Xueli is also a great scientist, who never gave up learning the truth about the ghost island and what happened to the scientific expedition team. At the same time, Du Zhe, a wealthy Southeast Asian businessman, wants the legendary meteorite, forcing Zhao Xueli to cooperate with him and form a scientific expedition team to go to the ghost island. Thinking it'd be just an ordinary adventure, they face an unprecedented crisis – the ghost island is inhabited by Jurassic dinosaurs.",23.635,/nK70jwC5FSxCf7vWcoZdYDvRgVn.jpg,2022-05-29,Jurassic Revival,False,0,0
False,/5wY9zDtog6viWMWxYmlHIlTEDUF.jpg,"[18, 10751, 14, 27, 9648]",895735,da,Vincent,"A fantasy/drama, ""Vincent"" tells the story of young troubled teenager who meets a stranger who has the power to change his life forever...",23.59,/6w0tPlgZg2N7Ank1fxkxG6NuxJq.jpg,2022-07-01,Vincent,False,0,0
False,/ugc6O63mrDe0mZ5OJnMZVME1RKZ.jpg,"[27, 9648]",980411,en,The Case of: Dakota Moore,A trip to California leaves a popular travel video blogger the victim of a stalking after one of her local followers becomes too close for comfort.,23.557,/w8irW4jZCfCzxP3uhkvbNZFrRBt.jpg,2022-07-01,The Case of: Dakota Moore,False,0,0
False,/3j5dZIR2sJs5SnzI7haAGJqnkHJ.jpg,"[16, 14, 27, 878]",846867,en,Mad God,"A figure known as ""The Assassin"" descends from the heavens into a nightmarish pit full of monsters, titans and cruelty.",23.04,/sEULzxEZvrJvhz91wKxpbih25Sk.jpg,2022-06-16,Mad God,False,7.6,27
False,,"[27, 18]",796250,en,Confinement,"Waking up in a locked room, a prisoner must overcome their personal demons in order to move on from heartache and earn their freedom.",22.673,/5llub62sdadntJlbsoUvygTRkMY.jpg,2022-07-01,Confinement,False,0,0
False,/rQNWdUtbZxkvbFRfGZr9iUOizfs.jpg,"[16, 14, 27, 28]",791348,en,Constantine: The House of Mystery,"John Constantine wakes up in the eerie House of Mystery with no recollection of how he got there. Fortunately, Zatanna and his friends are all there. Unfortunately, they have a bad habit of turning into demons and ripping him to shreds, over and over again!",21.967,/kqYDoEb9PxLXM2ccoHInMMJalti.jpg,2022-05-02,Constantine: The House of Mystery,False,5.8,15
False,/knqk4JRiBiGqwDRALXKSYEgoKVE.jpg,[27],849635,en,DMNTD,"What seemed to be a relaxing evening suddenly goes awry as dark secrets unravel when a young couple is confronted by ""The Demented"".  Experimental Short Film.",21.876,/bgJzZx3z2emSJUHnlSK254Al4oG.jpg,2022-07-01,DMNTD,False,0,0
False,,"[35, 27]",964622,kn,ಅಬ್ಬಬ್ಬಾ,Remake of the Malayalam film Adi Kapyare Kootamani,21.701,/1zsmfG2uTLkLkT5Pnndp5bDPylk.jpg,2022-07-01,Abbabba,False,0,0
False,/h6XfgbzQEV4sitsIVY63pawLI0s.jpg,"[35, 27, 10752]",613093,es,Malnazidos,"Months after bloody combats leave behind thousands of dead in the trenches. Jan Lozano, Captain of the Fifth Brigade has fallen prisoner by an opponent's platoon along with a young driver while carrying out a mission that has been entrusted to him. The possibility of dying executed will soon be overtaken when a new unknown enemy arises. Both rival sides must unite and set their mutual hate aside in order to survive.",19.072,/8eOgpzYUV4PxbDl64vrWpWTEAqb.jpg,2022-03-11,Malnazidos,False,7.1,7
False,/fLYl6l1sQJHt7NEmOaOdR6zOEfD.jpg,"[18, 35, 27]",848818,en,Flux Gourmet,"At an institute devoted to culinary and alimentary performance, a collective finds themselves embroiled in power struggles, artistic vendettas and gastrointestinal disorders.",18.552,/25NYpw5SxwmP94l2TsUpFWv53jT.jpg,2022-06-24,Flux Gourmet,False,5,3
False,,"[27, 53]",945382,en,Sharkula,"The curse of Count Dracula lives on in shark-infested waters, claiming the lives of a tourist community. A sea hunt for the new species results in monsters, madness and bloodshed. This great white is putting the bite back into terror, and it has help with the aid of new vampires intent on seeing it survive.",18.05,/uEAMS8gvPPDt7sMjBdzgCzO0Dnr.jpg,2022-06-30,Sharkula,False,0,0
False,/xiJJJTPA3AQjsMGH56GRU9tuzHa.jpg,[27],880841,en,Abandoned,"After a young couple moves into a remote farmhouse with their infant son, the woman's struggles with postpartum psychosis begin to intensify... as the house reveals secrets of its own.",16.705,/9im8JhelZGDbDpXTigJbjMQqy3S.jpg,2022-06-17,Abandoned,False,5.3,10
False,,[27],975928,ru,Чёрная гора,"On December 31, 1979, five students come to a sanatorium lost in the Karelian forests to prepare for the New Year's performance. They are led by Associate Professor and the rector's daughter Mymra. Athlete Pasha is going to propose to his girlfriend Katya, but the Associate Professor, who is in love, kidnaps her. Mymra, who has long been jealous of the Associate Professor for young Katerina, arranges a romantic seduction for the Associate Professor. In the midst of a disco party by the pool, the local stoker Vitya intervenes in the fun of the students, an expelled student of the history department who considers himself the descendants of Karelian shamans. He performs a bloody rite, but is mistaken in choosing a victim.",15.999,/3rzoPiMkWlbwETUJSd4kzIC7Emx.jpg,2022-06-30,Black Mountain,False,0,0
False,/51cRnmowNlf8Olc3VlwS8ND43s7.jpg,"[27, 9648, 53]",811656,en,Monstrous,"Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",14.887,/kKyNE5zmoDbR3HLaGGncDHgv1Hp.jpg,2022-05-13,Monstrous,False,5.8,52
False,/p1OYHQfk46zO3It3907JmJGRSPN.jpg,"[27, 53]",956121,ta,விடியாத இரவொன்று வேண்டும்,"A Horror thriller happening during the course of one night, talks about If there's an accident, how we have to be more responsible on the road",14.76,/bDtMZ5XBp4n2DXiq5Zs7TWakUZy.jpg,2022-02-11,Vidiyatha Iravondru Vendum,False,0,0
False,/ouN6tUnlwhN0IgtnEI4ADIE6V3g.jpg,"[27, 36]",854881,en,The Haunting of the Tower of London,"The Two Princes, imprisoned and allegedly murdered in the Bloody Tower within the Tower Of London by Richard III. The story tells how they allegedly came back to haunt the Tower and with guards and inmates starting to die in horrible circumstances, it becomes clear the Two Princes are out for revenge. A chilling ghost story based on the famous mystery.",14.49,/bTapbNKXTb6E9jZ7DgAnRmPlkZK.jpg,2022-06-27,The Haunting of the Tower of London,False,10,1
False,/ppNyhrKHCeEgASliV4QN03bp6QR.jpg,"[27, 35, 10402]",895744,en,Studio 666,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.",14.301,/zD2XyaV6eGEEgEzVnjg0hQVR5yz.jpg,2022-02-24,Studio 666,False,6.3,69
False,/zTffxrYeeKfDMuaIeabDjKTaSuX.jpg,"[27, 53]",629015,en,Shut In,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,14.086,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,2022-03-24,Shut In,False,6.6,25
False,/40EZcB8bRH9By34ZkD4AOtGzgA.jpg,"[27, 12]",974072,en,"Sincerely, Hook","As an older Captain Hook reflects on his time in Neverland, it becomes clear that not all is made of faith, trust and pixie dust.",13.923,/7gJ0wglhXMcE3WyOTaQIM3yAyme.jpg,2022-06-30,"Sincerely, Hook",False,0,0
False,/2zhKBlsQbYfqe1H2pz8O0kk3Uk2.jpg,"[35, 27, 14]",893338,en,Gatlopp: Hell of a Game,"Four friends get together for a nostalgic evening of fun and games after a decade of absence, which takes a dark turn.",13.651,/tc5Y4HDyb0I0z3MvKkLuPb1rVmj.jpg,2022-06-27,Gatlopp: Hell of a Game,False,5.5,2
False,/sTvhx1gqmQklmf9LDSnjLN6mvTd.jpg,[27],818883,es,Diavlo,"A young American nurse finds herself haunted by childhood trauma, when she is employed at a remote house to care for a sinister old man with psychic powers.",13.353,/47xEQRZrfBPCSWgKpScLuXIsJxL.jpg,2022-04-28,The Devil's Child,False,6.9,7
False,/uTfgAsk2KUXBaN2SuqQujnxQiIp.jpg,"[53, 14, 27]",852437,fr,Mastemah,"After a traumatic accident during a hypnosis seance, young psychiatrist Louise opens a new office in the middle of nowhere. When she starts analyzing Theo, a dark and mysterious man, people around her start to die.",12.315,/riGkYV9ErXzP7heuRNe9G3GOwXu.jpg,2022-06-29,Mastemah,False,6.8,2
False,/g8GKxnKPSRwdmrIkP2mk3xMXQnq.jpg,"[27, 12, 28, 35]",879957,en,Wyrmwood: Apocalypse,"In a zombie-infested Australian wasteland, soldier Rhys has dedicated his life to tracking and capturing survivors for the Surgeon General in hopes of finding a cure.",12.137,/s1xyBLnbY9QcoINxGz48SgnKwUw.jpg,2022-02-10,Wyrmwood: Apocalypse,False,5.6,37
False,/mhIPm0FhVX60n9sSlcWL436TFae.jpg,"[18, 27, 53]",800410,es,El páramo,"Lucía and her son live isolated from society in a flat place where there’s practically no life. The small family unit formed by mother and son hardly ever receives visitors, and their goal is to lead a quiet existence. At first they succeed, but the appearance of a mysterious, violent creature that starts stalking their small house will put the relationship that unites them to the test.",11.781,/l9gEXGQgJxbFFPy9NWPt4leKGDU.jpg,2022-01-06,The Wasteland,False,4.8,127
False,/x3X7bSkKhxoucdKtMweKVxCZD32.jpg,"[18, 53, 27]",883083,mk,You Won't Be Alone,"In an isolated mountain village in 19th century Macedonia, a young feral witch accidentally kills a peasant. She assumes the peasant's shape to see what life is like in her skin, igniting a deep seated curiosity to experience life inside the bodies of others.",11.467,/45W9ViL5ilurSLVzBEybYXHrxEJ.jpg,2022-04-01,You Won't Be Alone,False,6.8,45
False,/bXTZkzTTFisgczBxXAd8yZW1MMH.jpg,"[28, 27, 878]",988857,en,Harmony,"Sophia, a wounded soldier, suspects the medical facility the military placed her in isn't really for her recovery, but something far more devious. Codenamed Harmony, the facility is in fact a government program to create telepathy.",11.22,/1NiGCqW3tswoCo0dmBGJOtQV48n.jpg,2022-06-24,Harmony,False,4,1
False,/oLsOL0c1bCgtQahfkiVhUZnhaDY.jpg,"[27, 9648, 53]",794234,en,The Bunker Game,"Laura, 25, is an actress in a L.A.R.P. (Live Action Role Playing) Game, where the participants play the survivors of an atomic war who live underground in a sealed bunker. After several mysterious accidents, the game is interrupted and the players leave the bunker while the staff remain behind to investigate the disappearance of Greg, the mastermind of the game. They soon find themselves trapped inside and in peril as they begin to die in mysterious ways and the group realizes that someone or something paranormal is playing a twisted game with them which quickly plunges into a terrifying fight for survival.",11.043,/1FGenj5LnApAsJVLbd5Ehmn16XV.jpg,2022-02-24,The Bunker Game,False,4.5,23
False,,[27],988165,en,H.P. Lovecraft's Witch House,"Determined to prove the possibility of alternate dimensions, a graduate student unknowingly unlocks a gateway to unimaginable horror. Based on the H.P. Lovecraft's short story The Dreams in the Witch House.",11.008,/gBpTOekHv55PPuzd72pcbZ8yado.jpg,2022-06-29,H.P. Lovecraft's Witch House,False,6,1
False,/XjDiJ1Q7PS6Za8WWAH5dBL6Dl5.jpg,[27],884882,en,Revealer,Tensions rise when a stripper and religious protester are trapped together in a peep show booth and must come together to survive the apocalypse in 1980's Chicago.,10.679,/6tYWNhSHgA1gQDeNcoCIL1LGyKj.jpg,2022-06-23,Revealer,False,5.3,3
False,,"[27, 28]",992090,en,Jurassic Domination,,10.543,/uAOmRj0xbicuDQeD4PCTEplu7l0.jpg,2022-07-01,Jurassic Domination,False,0,0
False,,"[27, 28]",950307,nl,FOMO,"A group of 10 influencers participate in a brand new reality show. The show, which takes place deep in the forest, does not seem as innocent as it seems. Numerous bizarre situations occur during the program. When a masked killer suddenly shows up, the show turns into a cat-and-mouse game between the influencers and the killer. Can they escape?",10.23,/jSbPCI5lpASzG2mIgWLdg08DStd.jpg,2022-06-29,FOMO,False,0,0
False,/ouRt3G3HpIGXashNIg9iiNfcoqV.jpg,"[27, 53]",916735,en,Mid-Century,A husband and wife's weekend in a mid-century modern vacation rental turns deadly when the husband discovers the owner is a psychopath with a backyard of buried secrets and designs on his wife.,10.162,/eFy1wkDPs3tiFxZBXpOfUaOn9uz.jpg,2022-06-17,Mid-Century,False,4.4,5
False,,"[27, 53]",676547,en,The Devil's Light,"Sister Ann is a restless 25-year-old who devoutly believes that performing exorcisms is her calling. But she is at odds with the institution's traditions: nuns are not allowed to perform exorcisms, only priests. With the support of a mentor, a professor who senses her special gift, she is allowed to observe actual training sessions. Her desire to prove herself takes a personal turn when she meets one of the school's most disturbed patients. During their harrowing encounters, Sister Ann comes face to face with a demonic force that infests the school and has mysterious ties to her own past. It is then that the power of evil and her own startling abilities are fully realized.",9.911,/fGXAY4eV3lFy42uitmBa2JcAvfL.jpg,2022-05-19,The Devil's Light,False,2,1
False,/4rON0QFWpHtZ9bEtfdE68TFbfGr.jpg,"[53, 27]",739643,en,Escape the Field,"Six strangers suddenly awaken in a remote, endless cornfield. Stripped of their possessions, they are left with only six items: a gun with a single bullet, matches, a lantern, a knife, a compass, and a flask of water. As mysterious sirens blare in the distance and traps appear at every turn, the group realizes it’s been plunged into a cat-and-mouse game with an unseen evil, and survival depends upon solving a diabolical and deadly puzzle.",9.804,/3qDumKWwi3YZacMI9u2UoPHWVDi.jpg,2022-05-06,Escape the Field,False,5.5,22
False,,[27],969587,es,Leteo,"Casandra, a young woman with schizophrenia, moves into her deceased grandfather's apartment. There, her symptoms reappear stronger than ever. But is it her illness or is there something more? This country hides painful secrets... and she's locked up with one of them.",9.686,,2022-06-29,Leteo,False,7,1
False,/kfcnQeLMZHJ8b0nK4qCmFr83F5d.jpg,"[28, 18, 27, 878, 53]",985794,zh,巨蛇闯女校,"A dangerous horde of venomous snakes together with a giant boa escapes from a leather factory. Meanwhile, at a local girl's school, everyone is preparing for a graduation. However, it is suddenly stopped, after snakes attack schoolgirls. Will they escape and survive the monster's attack?",9.681,/xR7gW2Oj8Qku5m82SvWfwTbwopM.jpg,2022-06-09,Rising Boas in a Girl's School,False,6.7,3
False,/iQazIvjYsrQpfTOjep6GeQq5N9D.jpg,"[27, 53]",858015,en,Dashcam,"At the start of the pandemic, an indulgent and self-deluded livestreaming improv musician abandons L.A. for London, steals her ex-bandmate's car, and makes the fateful decision to give a ride to an elderly woman who is not what she seems.",9.662,/xdddNi35jI3u7e8vgXpo5eQVKrG.jpg,2022-06-03,Dashcam,False,5.2,21
False,/AcStyrENNAzGB7hkCPe1YWgFgWM.jpg,[27],477462,en,The Twin,"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",9.657,/y9NTnzSFuzZQLONda4IMTHHXnuh.jpg,2022-04-06,The Twin,False,6.1,17
False,,[27],989872,en,Night Shift,"A desperate young mother, Karen, takes a job as the night shift janitor at a large furniture factory. She is told that she is the only one working at this time. But, after seeing a strange vehicle idling in the parking lot and finding a door to the factory ajar, she gets the feeling she might not be alone after all.",9.502,/5dfa7shf2e2W4S7mrMEsVr2Yxza.jpg,2022-06-28,Night Shift,False,7,1
